32376535	1
32290077	1
32366025	1
32469633	1
32238584	1
32778421	1
32604730	1
32646049	1
32218151	1
32543348	1
32092483	1
32544429	1
32351056	1
32437706	1
32314811	1
32717416	1
32376402	1
32592038	1
32226285	1
32353474	1
32402329	1
32459081	1
32759818	1
32799433	1
32283146	1
32817804	1
32434888	1
32167166	1
32104911	1
32365751	1
32834891	1
32714120	1
32496872	1
32581081	1
32727485	1
32640747	1
32697968	1
32321524	1
32525765	1
32387562	1
32357959	1
32319519	1
32742818	1
32320687	1
32265007	1
32768223	1
32398273	1
32635935	1
32096566	1
32531208	1
32830267	1
32783700	1
32778225	1
32543353	1
32437513	1
32627759	1
32167180	1
32515561	1
32571797	1
32106567	1
32410229	1
32459984	1
32566803	1
32659347	1
32697357	1
32624360	1
32360497	1
32544437	1
32298676	1
32686937	1
32645951	1
32302810	1
32536344	1
32837137	1
32452762	1
32443640	1
32107577	1
32464271	1
32826334	1
32643599	1
32274617	1
32100877	1
32526937	1
32416074	1
32386545	1
32275855	1
32171952	1
32595351	1
32353252	1
32595354	1
32325642	1
32197085	1
32824272	1
32809210	1
32446902	1
32302675	1
32199943	1
32730140	1
32697346	1
32579100	1
32431949	1
32428207	1
32759006	1
32544884	1
32353978	1
32235085	1
32602627	1
32702717	1
32604825	1
32201354	1
32238585	1
32315281	1
32143502	1
32663617	1
32127125	1
32670259	1
32771430	1
32511356	1
32837505	1
32810602	1
32854762	1
32793182	1
32289821	1
32841605	1
32834062	1
32750215	1
32829876	1
32722621	1
32689846	1
32685291	1
32622082	1
32129842	1
32743578	1
32611537	1
32503084	1
32401345	1
32127122	1
32562915	1
32466577	1
32422894	1
32843180	1
32795831	1
32433742	1
32387014	1
32845413	1
32812340	1
32697943	1
32361118	1
32294518	1
32768702	1
32277759	1
32174267	1
32226286	1
32452417	1
32615987	1
32294504	1
32458044	1
32389848	1
32823901	1
32768971	1
32656307	1
32803988	1
32534808	1
32633770	1
32401228	1
32265315	1
32604724	1
32470515	1
32461703	1
32437770	1
32805343	1
32814635	1
32373134	1
32817769	1
32645523	1
32735799	1
32649739	1
32750459	1
32574333	1
32259829	1
32334161	1
32297983	1
32674450	1
32490842	1
32360055	1
32658850	1
32614086	1
32127124	1
32407669	1
32754871	1
32834623	1
32835089	1
32729288	1
32711297	1
32645151	1
32512950	1
32387061	1
32091395	1
32654244	1
32475052	1
32809920	1
32341719	1
32219006	1
32824827	1
32835122	1
32714115	1
32513858	1
32300673	1
32567979	1
32529116	1
32754651	1
32652476	1
32251731	1
32768503	1
32565126	1
32289263	1
32503918	1
32304108	1
32363221	1
32662421	1
32567972	1
32167173	1
32561274	1
32645325	1
32228860	1
32698479	1
32410141	1
32658736	1
32741372	1
32434706	1
32442315	1
32825063	1
32361001	1
32404481	1
32668983	1
32545271	1
32526208	1
32765844	1
32693122	1
32665985	1
32645326	1
32387389	1
32752938	1
32835305	1
32858226	1
32610445	1
32743577	1
32538738	1
32505777	1
32535078	1
32589897	1
32610043	1
32770392	1
32538775	1
32234465	1
32673567	1
32700671	1
32579880	1
32405117	1
32379417	1
32415260	1
32413319	1
32784757	1
32645974	1
32837985	1
32547891	1
32484958	1
32390611	1
32821033	1
32764148	1
32609640	1
32657643	1
32418550	1
32717854	1
32775582	1
32511298	1
32475759	1
32662203	1
32573355	1
32834259	1
32595355	1
32842509	1
32823591	1
32599237	1
32579059	1
32838945	1
32738255	1
32828701	1
32500793	1
32623480	1
32835083	1
32543978	1
32473977	1
32364041	1
32822689	1
32653452	1
32740825	1
32484220	1
32745196	1
32779309	1
32793181	1
32766587	1
32615316	1
32615317	1
32582873	1
32470173	1
32566896	1
32511316	1
32841599	1
32805515	1
32803496	1
32802980	1
32768565	1
32629960	1
32585913	1
32585135	1
32568543	1
32577645	1
32210742	1
32433015	1
32741259	1
32829256	1
32282863	1
32818486	1
32787748	1
32664511	1
32478289	1
32391367	1
32642842	1
32754599	1
32707945	1
32352224	1
32360909	1
32430627	1
32375025	1
32763302	1
32272173	1
32787496	1
32382737	1
32385568	1
32553350	1
32568687	1
32490715	1
32417181	1
32640179	1
32664879	1
32587063	1
32635598	1
32598985	1
32542735	1
32559343	1
32658735	1
32491949	1
32216698	1
32825182	1
32278175	1
32522067	1
32316618	1
32423024	1
32529906	1
32210741	1
32485102	1
32739642	1
32510142	1
32766998	1
32665962	1
32625198	1
32403008	1
32768580	1
32340759	1
32628899	1
32576227	1
32603887	1
32832263	1
32511375	1
32398954	1
32737747	1
32511303	1
32793544	1
32360286	1
32778962	1
32526492	1
32511386	1
32412125	1
32239446	1
32022276	1
32751741	1
32595358	1
32531110	1
32493626	1
32537561	1
32363222	1
32698853	1
32575554	1
32531085	1
32838361	1
32347747	1
32366131	1
32794270	1
32519892	1
32695327	1
32793619	1
32735900	1
32696465	1
32634550	1
32707972	1
32810438	1
32786691	1
32391393	1
32431755	1
32779447	1
32536670	1
32649840	1
32623470	1
32637059	1
32605780	1
32530509	1
32838352	1
32445489	1
32800782	1
32733837	1
32713288	1
32592163	1
32525565	1
32574298	1
32691695	1
32575076	1
32462744	1
32292802	1
32553273	1
32619390	1
32669955	1
32842818	1
32558055	1
32129518	1
32354113	1
32774121	1
32748812	1
32603829	1
32593133	1
32535228	1
32501218	1
32506725	1
32731361	1
32403010	1
32443911	1
32397688	1
32155444	1
32711254	1
32663041	1
32798445	1
32572334	1
32383269	1
32422996	1
32579988	1
32376359	1
32841477	1
32791207	1
32848621	1
32823907	1
32805023	1
32791240	1
32752979	1
32766590	1
32706420	1
32671688	1
32654247	1
32651761	1
32779445	1
32760733	1
32738193	1
32735849	1
32598303	1
32579061	1
32702737	1
32511417	1
32384820	1
32340562	1
32714117	1
32357471	1
32511449	1
32511378	1
32706750	1
32446287	1
32677821	1
32755835	1
32515982	1
32438473	1
32427517	1
32715618	1
32402186	1
32658389	1
32562705	1
32307653	1
32391022	1
32785121	1
32774178	1
32848476	1
32772307	1
32574871	1
32838282	1
32735992	1
32598306	1
32752043	1
32403255	1
32459192	1
32157732	1
32857671	1
32641059	1
32532069	1
32549122	1
32664957	1
32844107	1
32589600	1
32270660	1
32813065	1
32837731	1
32795547	1
32758903	1
32692266	1
32686993	1
32686260	1
32835303	1
32605194	1
32531538	1
32234303	1
32367767	1
32331255	1
32799566	1
32586670	1
32253535	1
32473151	1
32266828	1
32711925	1
32598204	1
32617010	1
32325980	1
32549123	1
32259132	1
32582740	1
32803716	1
32797388	1
32654634	1
32735885	1
32717489	1
32708264	1
32685412	1
32581816	1
32571605	1
32476576	1
32544232	1
32479682	1
32574323	1
32574289	1
32374452	1
32723824	1
32701194	1
32210130	1
32835133	1
32222995	1
32837981	1
32399095	1
32717321	1
32535302	1
32363223	1
32112887	1
32226288	1
32793875	1
32226289	1
32703421	1
32165541	1
32767936	1
32755598	1
32492531	1
32673562	1
32361911	1
32745502	1
32802318	1
32276333	1
32562797	1
32837754	1
32672061	1
32771700	1
32610037	1
32825438	1
32808185	1
32841689	1
32818852	1
32818804	1
32726128	1
32745627	1
32425270	1
32735893	1
32650523	1
32526960	1
32536457	1
32511460	1
32392337	1
32674515	1
32838232	1
32498696	1
32703419	1
32653511	1
32348692	1
32574956	1
32498686	1
32425222	1
32426090	1
32758273	1
32796928	1
32795798	1
32702730	1
32391309	1
32526012	1
32216577	1
32318975	1
32558198	1
32549878	1
32853931	1
32773217	1
32715776	1
32594164	1
32560913	1
32350571	1
32858233	1
32446722	1
32807466	1
32748212	1
32656668	1
32271947	1
32700670	1
32466392	1
32376546	1
32829053	1
32366198	1
32762511	1
32842505	1
32839753	1
32798444	1
32710969	1
32379348	1
32583852	1
32249257	1
32639848	1
32733781	1
32282268	1
32345485	1
32702995	1
32386942	1
32736569	1
32278811	1
32451808	1
32426220	1
32286679	1
32441351	1
32857836	1
32635775	1
32556781	1
32526698	1
32574310	1
32486196	1
32235486	1
32424429	1
32762282	1
32396451	1
32522278	1
32515168	1
32635761	1
32285338	1
32505492	1
32504019	1
32340588	1
32342541	1
32402693	1
32641511	1
32660314	1
32484728	1
32639862	1
32476204	1
32845568	1
32791241	1
32779943	1
32758308	1
32246890	1
32508398	1
32671082	1
32654885	1
32565226	1
32405509	1
32812005	1
32298036	1
32153144	1
